timestamp;buyer;seller;symbol;currency;price;quantity
5200;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5252;9
6100;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5254;3
6200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9953;5
14300;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5237;6
14800;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5233;6
15000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9964;4
20200;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5225;5
22800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9948;6
24100;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5233;11
30800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9942;2
31400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9951;3
31700;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5236;4
32000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9940;5
32600;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5239;5
33600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9950;6
37400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9938;4
38700;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5229;8
39800;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5233;4
40900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9948;5
41300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9950;5
43900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9954;6
45200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9962;2
48300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9961;3
52400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9962;5
53000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9962;4
59300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9950;4
61100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9959;2
61400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9960;2
63200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9948;5
64200;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5244;6
64300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9935;4
65400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9932;4
65900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9936;2
67300;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5245;8
67700;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5249;4
69500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9953;2
73400;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5237;2
73500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9967;3
74300;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5237;6
76600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9993;3
77300;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5240;8
77900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9988;15
77900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9986;15
78100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9996;9
78100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9989;13
78100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9986;8
78200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9993;9
78200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9985;15
78200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9983;6
79000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9985;3
81300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9972;6
82300;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5236;3
83200;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5236;7
87900;SUBMISSION;;VELVETFRUIT_EXTRACT;SEASHELLS;5240;3
91100;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5243;6
92000;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5242;8
92100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9958;4
92500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9958;2
93700;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5245;6
93800;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5245;7
94400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9972;4
97100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9953;2
98600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9961;2
99000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;9960;3
101400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9938;5
101500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9937;6
103500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9941;3
107100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9953;5
107900;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5266;3
107900;;SUBMISSION;VEV_5100;SEASHELLS;177;27
108400;;SUBMISSION;VEV_4000;SEASHELLS;1263;3
108400;;SUBMISSION;VEV_4000;SEASHELLS;1253;15
108400;;SUBMISSION;VEV_4000;SEASHELLS;1251;12
108400;;SUBMISSION;VEV_4500;SEASHELLS;763;3
108400;;SUBMISSION;VEV_4500;SEASHELLS;756;8
108400;;SUBMISSION;VEV_4500;SEASHELLS;754;19
108400;;SUBMISSION;VEV_5000;SEASHELLS;268;3
108400;;SUBMISSION;VEV_5000;SEASHELLS;266;8
108400;;SUBMISSION;VEV_5000;SEASHELLS;265;19
108400;;SUBMISSION;VEV_5100;SEASHELLS;179;3
108400;;SUBMISSION;VEV_5100;SEASHELLS;177;27
108400;;SUBMISSION;VEV_5200;SEASHELLS;106;3
108400;;SUBMISSION;VEV_5200;SEASHELLS;105;27
108500;;SUBMISSION;VEV_5100;SEASHELLS;178;12
108500;;SUBMISSION;VEV_5100;SEASHELLS;177;18
108500;;SUBMISSION;VEV_5200;SEASHELLS;106;12
108500;;SUBMISSION;VEV_5200;SEASHELLS;105;18
108600;;SUBMISSION;VEV_5100;SEASHELLS;178;8
108600;;SUBMISSION;VEV_5100;SEASHELLS;177;18
