timestamp;buyer;seller;symbol;currency;price;quantity
900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
4000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10010;11
4000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10012;20
5100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10007;7
5100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10011;10
5200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10002;5
8000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
10400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
10400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10016;9
10400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10018;16
10500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;10016;2
21800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;8
23800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;7
24900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
32100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
32400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
36000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;10
41000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;6
41200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;10
43600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;8
46100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
50000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;3
52900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;9
62700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
72700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;9
76600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
77500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;9
77700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
77800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;9
86500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
86900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
91700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
97000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;7
97200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
100400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;4
103300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
103700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;10
105800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;7
106900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
117900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
137800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
139600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
141200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
171300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;8
173500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;10
175100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
185900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
192200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
199500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;7
204200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;5
216900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
220300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;4
221000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
222500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;10
226200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
231100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;7
239000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;4
239900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;7
242500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;10
246500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;7
249200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
259200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
266700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
268400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
272400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;7
273300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
278700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;3
282000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;9
282500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;9
290000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;4
292000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;7
294700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;6
298300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
303900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9993;5
324700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;6
325400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;2
332900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;8
350900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
372100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
376300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
377500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
383900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
384800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
389300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;7
393100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;7
396500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;10
400500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;9
408900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
409300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
414800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;4
435100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;6
443100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
450200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;6
451200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
461100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
463300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
470300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
472100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
473700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;7
477000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
