timestamp;buyer;seller;symbol;currency;price;quantity
3600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
5200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12001;3
7800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;7
8000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
9300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12005;6
13000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
16500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
19700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
19900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12016;7
21400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
21600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
22500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12018;4
23200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12019;4
24100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
26900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;9
27300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12023;3
28400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12024;8
31200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
32800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
34200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;9
36500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12032;7
36800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12033;7
37300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12033;5
37900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
38200;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12034;5
38800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
39900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12036;8
40500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12036;7
