timestamp;buyer;seller;symbol;currency;price;quantity
0;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5265;12
100;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5263;26
600;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5259;30
2800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;1
2900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10018;2
3000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;3
3100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;3
3200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;7
3300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;5
3400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10023;8
3500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;6
3600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10022;7
3700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;6
3800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;4
4000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10018;2
4100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;5
4300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;3
4500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;1
4600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;1
5100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;1
19100;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;6
25500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;1
25600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;1
25700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;4
25800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;4
25900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;1
26000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;1
26700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;3
26800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9987;5
29200;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9994;4
30900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;1
31000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;1
35900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;3
36100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;2
37100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;2
37200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;4
37300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;4
37400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;10
37500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;10
37600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;12
37700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;12
37800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;1
37900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;11
37900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;1
38000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;8
38100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;12
38200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;12
38300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;6
39300;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5261;3
41700;Mark 55;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5253;5
42000;SUBMISSION;Mark 55;VELVETFRUIT_EXTRACT;SEASHELLS;5248;8
44900;;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5256;23
44900;Mark 67;SUBMISSION;VELVETFRUIT_EXTRACT;SEASHELLS;5256;7
71800;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9976;5
82100;;SUBMISSION;VEV_5000;SEASHELLS;270;1
82400;;SUBMISSION;VEV_5000;SEASHELLS;272;7
124900;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10021;3
126800;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;2
129400;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;4
137300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;1
137400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;2
137500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;1
137600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;5
137700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;2
137800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;1
138000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;4
138100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;4
138200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;6
138300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;4
138600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;2
138700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;2
138800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;5
138900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;5
139000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;8
139100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;4
139200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;3
139300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;3
140400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;2
140700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;3
140900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;3
141000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10013;3
141100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;5
141200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;6
141300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;8
141400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;8
141500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10020;12
141500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;2
141800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;9
142100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;1
142200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;1
142300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;1
143800;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9997;5
145100;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;5
145200;;SUBMISSION;VEV_5000;SEASHELLS;269;1
145400;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9996;2
148100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10010;2
163000;;SUBMISSION;VEV_5000;SEASHELLS;269;1
163100;;SUBMISSION;VEV_5000;SEASHELLS;271;1
170100;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;4
181600;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9997;5
188500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;2
188600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;14
188600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;1
188700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;14
188700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9995;7
188800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9990;11
188800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;17
188900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9988;10
188900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9991;20
189000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9990;10
189000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9993;17
192400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;3
192600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;3
300800;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9947;4
480900;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9995;2
481400;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9997;2
482400;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;3
488200;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9995;2
493800;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;6
550300;SUBMISSION;;VEV_5000;SEASHELLS;239;5
568300;SUBMISSION;;VEV_5000;SEASHELLS;234;2
569300;SUBMISSION;;VEV_5000;SEASHELLS;233;6
574300;SUBMISSION;;VEV_5000;SEASHELLS;240;1
587700;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;4
588400;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;6
588800;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;2
592200;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10019;4
593300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;8
593400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10017;11
593400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10015;10
593500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;14
593600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;12
593600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;2
593700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;9
593800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;9
593900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;3
594000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;4
594100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;4
594200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;8
594300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;2
594800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;2
596600;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;6
597500;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10014;4
598300;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10007;2
598800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;1
599000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;1
599100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10007;3
633100;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10016;6
634300;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;4
670300;;SUBMISSION;VEV_5000;SEASHELLS;264;2
671000;;SUBMISSION;VEV_5000;SEASHELLS;265;1
671100;;SUBMISSION;VEV_5000;SEASHELLS;265;1
671500;;SUBMISSION;VEV_5000;SEASHELLS;266;1
672400;;SUBMISSION;VEV_5000;SEASHELLS;267;1
673100;;SUBMISSION;VEV_5000;SEASHELLS;274;1
673300;;SUBMISSION;VEV_5000;SEASHELLS;272;3
673800;;SUBMISSION;VEV_5000;SEASHELLS;269;1
673900;;SUBMISSION;VEV_5000;SEASHELLS;270;1
674300;;SUBMISSION;VEV_5000;SEASHELLS;270;1
674400;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;4
675000;;SUBMISSION;VEV_5000;SEASHELLS;271;1
678700;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10012;6
679700;;SUBMISSION;VEV_5000;SEASHELLS;276;1
688200;;SUBMISSION;VEV_5000;SEASHELLS;272;1
688300;;SUBMISSION;VEV_5000;SEASHELLS;272;3
688400;;SUBMISSION;VEV_5000;SEASHELLS;272;1
688500;;SUBMISSION;VEV_5000;SEASHELLS;274;2
691400;;SUBMISSION;VEV_5000;SEASHELLS;273;1
886300;;SUBMISSION;VEV_5000;SEASHELLS;262;2
886400;;SUBMISSION;VEV_5000;SEASHELLS;262;3
886600;;SUBMISSION;VEV_5000;SEASHELLS;262;3
887700;;SUBMISSION;VEV_5000;SEASHELLS;269;5
888400;;SUBMISSION;VEV_5000;SEASHELLS;264;1
888600;;SUBMISSION;VEV_5000;SEASHELLS;264;1
889300;;SUBMISSION;VEV_5000;SEASHELLS;265;1
891900;;SUBMISSION;VEV_5000;SEASHELLS;268;5
892000;;SUBMISSION;VEV_5000;SEASHELLS;268;1
892900;;SUBMISSION;VEV_5000;SEASHELLS;271;3
893600;;SUBMISSION;VEV_5000;SEASHELLS;272;1
893900;;SUBMISSION;VEV_5000;SEASHELLS;272;1
894400;;SUBMISSION;VEV_5000;SEASHELLS;273;2
894500;;SUBMISSION;VEV_5000;SEASHELLS;273;1
898100;;SUBMISSION;VEV_5000;SEASHELLS;278;1
898300;;SUBMISSION;VEV_5000;SEASHELLS;278;1
898700;;SUBMISSION;VEV_5000;SEASHELLS;280;3
898900;;SUBMISSION;VEV_5000;SEASHELLS;279;1
899000;;SUBMISSION;VEV_5000;SEASHELLS;280;3
899300;;SUBMISSION;VEV_5000;SEASHELLS;281;1
899500;;SUBMISSION;VEV_5000;SEASHELLS;281;1
899700;;SUBMISSION;VEV_5000;SEASHELLS;282;1
900300;;SUBMISSION;VEV_5000;SEASHELLS;285;2
900400;;SUBMISSION;VEV_5000;SEASHELLS;284;1
907400;;SUBMISSION;VEV_5000;SEASHELLS;276;1
907500;;SUBMISSION;VEV_5000;SEASHELLS;275;1
907600;;SUBMISSION;VEV_5000;SEASHELLS;275;1
907700;;SUBMISSION;VEV_5000;SEASHELLS;277;2
910100;;SUBMISSION;VEV_5000;SEASHELLS;275;1
