timestamp;buyer;seller;symbol;currency;price;quantity
0;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10003;13
0;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;21
100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10004;15
100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;26
24400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;9
24900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10000;11
25000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;14
25000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10000;25
25100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;10
25100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;30
25200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;10
25200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;24
26100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;10
26900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;10
29200;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9994;4
32600;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;14
32700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10003;11
32700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;21
32800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10002;12
32900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10002;10
32900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;14
33000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10003;10
33100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10002;10
33200;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;12
33500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;14
34100;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10003;13
35600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;13
35700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;11
35800;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;10
35900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9996;11
35900;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;20
36000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;14
36100;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;15
36200;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;15
36300;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;15
37000;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9998;11
121500;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;5
121800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;12
123700;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10000;13
123800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10004;14
123800;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;20
123900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;10
123900;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10006;27
124000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10009;14
124000;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10007;30
127400;;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10001;10
129400;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10008;4
132400;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;10000;5
143800;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9997;5
145100;Mark 38;SUBMISSION;HYDROGEL_PACK;SEASHELLS;10011;5
145400;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9996;2
181600;SUBMISSION;Mark 38;HYDROGEL_PACK;SEASHELLS;9997;5
188500;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9999;14
188600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9994;14
188600;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9997;24
188700;SUBMISSION;;HYDROGEL_PACK;SEASHELLS;9992;14
